roomsCount,price,address,tel,underground,undergroundTime,deposit,comission,prepay,total_area,living_area,kitchen_area,floor,build_year,lng,lat,description,link
1-комн,12 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Усиловский, Донецкая ул., 6",tel:+79587290409,,,Без залога,комиссия 70%,предоплата за 1 месяц,31 м²,18 м²,6 м²,5 из 9,1974,44.047309,56.316474,"Сдам 1-ком.квартиру в нижегородском районе рядом с центром города,вблизи улиц Родионова,Белинского,Горького,Минина. Квартира сдаётся в чистом хорошем состоянии.Имеется всё необходимое для комфортного проживания.",https://nn.cian.ru/rent/flat/257009955/
1-комн,20 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Центр, ул. Нестерова, 4А",tel:+79587280290,Горьковская,28 мин. пешком,Без залога,комиссия 70%,предоплата за 1 месяц,30 м²,,,1 из 9,1979,44.01806,56.326807,"Центр города, в квартире есть все для комфортного проживания, развитая инфраструктура, удобная транспортная развязка, рядом Большая Печерская, Сенная, Белинского, Минина, Невзоровых, Волжская Набережная.",https://nn.cian.ru/rent/flat/228129871/
1-комн,13 500 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Мещерское озеро, ул. Карла Маркса, 30",tel:+79918998297,,,Без залога,комиссия 60%,без предоплаты,40 м²,27 м²,8 м²,3 из 6,,43.940966,56.34265,"Сдается 1 квартира. Вся необходимая мебель для проживания и техника есть. На кухне кухонный гарнитур, стиральная машина, микроволновка. Рядом остановка, магазины.",https://nn.cian.ru/rent/flat/257632913/
2-комн,14 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Нагорный, ул. Надежды Сусловой, 1к1",tel:+79587290559,Горьковская,5 мин. на транспорте,Залог 1 000 ₽,комиссия 50%,предоплата за 1 месяц,30 м²,20 м²,6 м²,5 из 5,,44.035352,56.300425,"Сдаю 2х-комнатную квартиру на ул. Сусловой, в р-не пл. Советской.Квартира расположена на 5м этаже в 5ти этажном панель-
   ном доме. Есть балкон. Окна во двор. Комнаты изолированные. Квартира чистая, тёплая, уютная. В ванной сделан косметичес-
   кий ремонт. Квартира сдаётся с мебелью и бытовой техникой. Из бытовой техники-холодильник, стиральная машина. Отличная
   транспортная развязка-рядом остановка общественного транспорта, развитая инфраструктура-магазины, фитнес центры, дет.
   сады, школы. В шаговой доступности пл. Советская, ТЦ""Жар птица"". Сдаётся на длительный срок. Цена 14000рублей. Комму-
   нальные платежи входят в эту сумму. Вы оплачиваете только показания электроэнергии и газ.",https://nn.cian.ru/rent/flat/256789301/
1-комн,14 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Щербинки, просп. Гагарина, 103А",tel:+79587294051,,,Без залога,комиссия 70%,предоплата за 1 месяц,43 м²,20 м²,10 м²,7 из 10,2003,43.951881,56.237352,"Здравствуйте уважаемые наниматели!
Сдаем квартиру в новом доме рядом с жилым комплексом Гагаринские Высоты , проспект Гагарина , Щербинки .
Рядом остановка лебедева , торговый центр Гагаринский .
Квартира чистая, ремонт муниципального плана.
Современная мягкая и другая мебель. Вся необходимая бытовая техника в наличии (жк телевизор, стиральная машина автомат, холодильник, свч и другое).
Отличное месторасположение за что и ценят этот микрорайон.
Развитая инфраструктура. Рядом 45 школа (всего их 5), детские сады, ул. тропинина , ларина , пл. жукова , ларина , 40 лет победы . Не далеко трц мега , ул. горная .
До центра города 30 минут, так же минут 15 медицинская академия, мвд академия , лобачевский университет .
Собственник надежный и адекватный.
Хозяин квартиры ищет порядочных квартирантов.
Фото все реальные.
Оплата только по факту получения ключей и заключения настоящего договора найма.
Звоните. Все по честному.",https://nn.cian.ru/rent/flat/256314116/
1-комн,12 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Верхние Печеры, 1-й микрорайон, ул. Композитора Касьянова, 2",tel:+79587290264,,,Без залога,комиссия 70%,без предоплаты,35 м²,18 м²,9 м²,6 из 9,,44.071797,56.291673,"Сдам однокомнатную квартиру рядом с ТЦ ""Индиго"", мебель, техника всё есть 12000 рублей + счетчики",https://nn.cian.ru/rent/flat/250429199/
2-комн,13 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Нагорный, ул. Козицкого, 5к1",tel:+79587280845,Горьковская,<1 мин. пешком,Без залога,комиссия 70%,предоплата за 1 месяц,48 м²,33 м²,"6,5 м²",1 из 5,1971,44.046869,56.290355,"Сдам квартиру с мебелью и техникой на любой срок.Коммунальные платежи входят. Оплата за электричество и воду по счетам примерно 700р.
 Агент, комиссия по факту заселения 8500",https://nn.cian.ru/rent/flat/254380750/
2-комн,13 500 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Молитовка, ул. Баумана, 64к1",tel:+79587294546,Двигатель Революции,4 мин. на транспорте,Без залога,комиссия 60%,предоплата за 1 месяц,45 м²,21 м²,9 м²,3 из 10,1994,43.948728,56.274784,"Сдается от агентства 2х-комнатная квартира 45/21/9 на 3/10эт.дома
в Молитовке ул. Баумана.
Комнаты изолированные, состояние среднее.
Есть мебель, холодильник. Стиральная машина по договоренности.
Сдается на длительный срок. Можно русским рабочим.
Стоимость аренды 13500 руб./мес. без дополнительных платежей.
Комиссия договорная.

Рядом улицы Памирская, Голубева, Даргомыжского, Космонавта Комарова,
Каховская, Сафронова. 
Звоните!",https://nn.cian.ru/rent/flat/257170863/
1-комн,11 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Дубенки, ул. Радистов, 3",tel:+79587287132,,,Залог 5 000 ₽,без комиссии,предоплата за 1 месяц,"32,7 м²","19,1 м²","6,2 м²",3 из 5,1961,43.983214,56.262232,"Сдаётся однокомнатная квартира на длительный срок от собственника. Чистая и светлая, в спальном районе. В квартире имеется вся необходимая для проживания мебель и техника, проведён интернет. Аренда 11 000 руб. в месяц + комм. платежи.",https://nn.cian.ru/rent/flat/210035005/
1-комн,12 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Соцгород, ул. Ватутина, 3А",tel:+79587263302,,,Без залога,без комиссии,предоплата за 1 месяц,33 м²,18 м²,6 м²,5 из 5,,43.845448,56.245785,"квартира после ремонта в отличном состоянии, пластиковые окна, санузел - современный кафель, новая мебель, новая сантехника, холодильник, стиральная машина по желанию, в шаговой доступности м. Парк Культуры, развитая инфраструктура, сдается на длительный срок, строго без животных",https://nn.cian.ru/rent/flat/257176036/
1-комн,18 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Центр, ул. Звездинка, 5",tel:+79587295220,Горьковская,1 мин. пешком,Залог 18 000 ₽,комиссия 70%,предоплата за 1 месяц,35 м²,"19,2 м²",,3 из 10,1989,43.995485,56.315475,"Сдаётся 1к. квартира на ул. Звездинка, 5. Дoм тeплый, из кpaсного кирпича. 
В квартире сделан качественный ремонт. Сдается на длительный срок, есть вся необходимая мебель и бытовая техника.
На первом этаже имеется место для хранения колясок, велосипедов, автомобильных колес и т.п., охраняемое качественной металлической дверью и закрывающееся на ключ.
Развитая инфраструктурa, рядом пл. Mаксима Гоpького, ул. Малая Покровская, Большая Покровская, Новая, Костина, Ильинская, ст. метро Горьковская. 
Во дворе охраняемая парковка, в зоне пешеходной доступности вся историческая часть города (Большая Покровская, Кремль, все центральные площади и набережные), кинотеатры, театры, ТРЦ, рестораны, кафе, клубы, супермаркет EURO 24. Цена: 18 000р. + все коммунальные платежи.",https://nn.cian.ru/rent/flat/244679566/
1-комн,20 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Мещерское озеро, ул. Карла Маркса, 50",tel:+79587282043,Стрелка,10 мин. пешком,Залог 20 000 ₽,комиссия 70%,предоплата за 1 месяц,48 м²,18 м²,11 м²,8 из 17,2011,43.950363,56.341253,Квартира 1к полностью укомплектована мебелью и бытовой техникой для комфортного проживания. Квартира после ремонта . Заезжай и живи!,https://nn.cian.ru/rent/flat/252630822/
1-комн,14 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. проспект Гагарина, ул. Тимирязева, 33А",tel:+79918997550,Горьковская,14 мин. пешком,Без залога,комиссия 80%,предоплата за 1 месяц,28 м²,15 м²,8 м²,4 из 9,1990,43.996869,56.307232,"Сдам квартиру в центре города в кирпичном доме на улице Тимирязева. Все как на фото, есть вся необходимая мебель и техника. Рядом парк Пушкина, площадь Горького, площадь Лядова, ТЦ Небо, улица Оранжерейная, Малая Ямская, Ильинская, Красносельская, Белинского, Звездинка, Большая Покровская. 
ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!",https://nn.cian.ru/rent/flat/229936565/
1-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, ул. Родионова, 165к1",tel:+79587290148,,,Без залога,комиссия 75%,предоплата за 1 месяц,43 м²,22 м²,9 м²,12 из 17,2005,44.068895,56.313214,Есть мебель и техника. Микр.медвежья долина,https://nn.cian.ru/rent/flat/248119535/
1-комн,16 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Высоково, ул. Белинского, 95",tel:+79587289282,Горьковская,29 мин. пешком,Без залога,комиссия 70%,предоплата за 1 месяц,35 м²,,,6 из 12,1985,44.030322,56.319325,Сделан ремонт. Мебель и бытовая техника в наличии. Все есть для комфортного проживания. Рядом ТЦ Шоколад.,https://nn.cian.ru/rent/flat/243614039/
1-комн,11 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Мончегорский, ул. Янки Купалы, 40",tel:+79587289757,Парк культуры,15 мин. пешком,Без залога,комиссия 60%,предоплата за 1 месяц,42 м²,18 м²,12 м²,5 из 17,2008,43.843598,56.237942,"Сдам 1 комн а Автозаводском районе
Новый дом
Благоустроенный район
Косметический ремонт
Муниципальная отделка
Большая кухня
Лоджия застекленая
Кухня встроенная 
Комната пустая
Рядом с домом остановка
Метро в шаговой доступности",https://nn.cian.ru/rent/flat/253248651/
1-комн,12 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Щербинки, ул. Маршала Голованова, 17",tel:+79587292178,,,Без залога,комиссия 65%,предоплата за 1 месяц,36 м²,18 м²,8 м²,6 из 10,2009,43.966829,56.237222,сдается чистая уютная светлая квартира укомплектованная.,https://nn.cian.ru/rent/flat/253424290/
1-комн,10 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Щербинки, ул. Маршала Голованова, 65",tel:+79587297831,,,Без залога,комиссия 50%,предоплата за 1 месяц,25 м²,,,5 из 9,1979,43.954845,56.229842,"Сдается на длительный срок.  Рядом магазин, школа, детский сад.  Хорошая транспортная развязка.  Парковка у дома всегда есть.",https://nn.cian.ru/rent/flat/257966764/
1-комн,13 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Молитовка, Заречный бул., 1",tel:+79587289757,Заречная,7 мин. пешком,Без залога,комиссия 50%,предоплата за 1 месяц,34 м²,18 м²,8 м²,3 из 9,1979,43.934085,56.285358,"Сдам 1комн квартиру в Ленинском районе
Хороший косметический ремонт
Бытовая техника в наличии
Окна выходят во двор
Большая лоджия
Есть парковка во дворе
Рядом с домом метро
Остановка в шаговой доступности",https://nn.cian.ru/rent/flat/254857724/
1-комн,12 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. Центр Сормова, ул. Павла Мочалова, 4",tel:+79587293132,Буревестник,4 мин. на транспорте,Без залога,комиссия 50%,предоплата за 1 месяц,34 м²,18 м²,8 м²,3 из 5,1962,43.865894,56.347479,"1-комн.кв,Сормовский р-он.

ул.Павла Мочалова д.4

Стоимость 12тр.

Квартира мебелью  и холодильником.со стиральной машиной авт.

Качественные энергосберегающие пластиковые окна сохраняют тепло и комфортный микроклимат.

Рядом улицы : Коминтерна, Культуры. Б.Юбилейный.

Квартира сдается от агентства на длительный срок.

Вознаграждение агента 6тр.тр.после заселения.

Оплата после получения ключей и заключения договора найма.

 Если Вы не можете дозвониться по какой либо причине пожалуйста пишите в СМС какая квартира Вас заинтересовала и когда готовы посмотреть. Мы Вам перезвоним",https://nn.cian.ru/rent/flat/256118010/
1-комн,12 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. 15-й квартал, Московское ш., 132",tel:+79587291738,,,Без залога,комиссия 50%,без предоплаты,"33,5 м²","19,2 м²","6,5 м²",5 из 5,,43.888181,56.313653,"Сдаю однокомнатную квартиру на Московском шоссе, напротив ЖК ""Москва Град"". Квартира в хорошем жилом состоянии. Есть вся необходимая мебель и бытовая техника: стиральная машина и холодильник. Квартира сдается на длительный срок хорошим порядочным людям. Не информационное агентство. На показ выезжаем. Оплата за квартиру производится по факту вашего заселения и передачи вам ключей. Рядом остановка общественного транспорта Актюбинская, Березовская, Московское шоссе, Комсомольское шоссе, торговый центр Карусель, станция метро Бурнаковская, Канавинская. Стоимость коммунальных платежей входит в стоимость аренды.
Аренда 12 000 рублей+свет",https://nn.cian.ru/rent/flat/256893920/
1-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Щербинки, 2-й микрорайон, ул. Академика Лебедева, 8А",tel:+79587294051,,,Без залога,комиссия 80%,предоплата за 1 месяц,43 м²,20 м²,10 м²,2 из 15,2006,43.95701,56.232619,"Сдается квартира в найм. микрорайон щербинки , относительно новый дом , с видеонаблюдением, шлагбаумом. Рядом 32 школа , 17 гимназия , детский сад , магазин малиновая гряда , спар , тц гагаринский . Квартира полностью обставлена. В наличии мебель и бытовая техника. Ремонт современный. Санузел в кафеле. Рядом ул. лебедева , проспект гагарина , ул. тропинина , пл. жукова , сахарова , вятская , 40 лет победы , ларина , горная , недалеко трц мега . Отличный вариант за свои деньги.
Собственник квартиры адекватный. Хозяин ищет надежных квартирантов.
Фотографии реальные.
Оплата по факту заселения. Агент лично выезжает на показ.
Без залога.
Звоните.",https://nn.cian.ru/rent/flat/242197278/
1-комн,20 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Нагорный, ул. Ванеева, 84",tel:+79587280290,,,Без залога,комиссия 70%,предоплата за 1 месяц,40 м²,30 м²,7 м²,3 из 5,1966,44.034068,56.298847,"Уютная квартира,центр города,удобная транспортная развязка,есть все для комфортного проживания.",https://nn.cian.ru/rent/flat/190328715/
2-комн,16 500 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Молитовка, просп. Ленина, 24Б",tel:+79587292029,Заречная,5 мин. пешком,Залог 3 000 ₽,комиссия 70%,предоплата за 1 месяц,32 м²,18 м²,6 м²,4 из 5,1964,43.935675,56.29024,"Можно мужчину ,женщину или пару с ребёнком.Дизайнерский ремонт.Однокомнатная переделанная в 2к,в зоне отдыха диван и тв,  за стенкой стоит новая двуспальная кровать с шикарным  матрасом.Вся мебель и бытовая техника ,стир маш, свч, холодильник.Комиссию 70% от одной месячной арендной платы ,выплачивает арендатор в момент заселения .Выезжаю с вами на показ.Квартиру нужно снимать в квартире в присутствии собственника.Предложу другие варианты в Лен.р-не.Наталья Думина -риэлтор .Фото скину на вайбер или вацап.",https://nn.cian.ru/rent/flat/255925413/
1-комн,13 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Лапшиха, ул. Надежды Сусловой, 12к1",tel:+79587290148,,,Без залога,комиссия 75%,предоплата за 1 месяц,35 м²,18 м²,9 м²,7 из 10,1994,44.041703,56.304295,Есть мебель и техника,https://nn.cian.ru/rent/flat/257198376/
1-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Кузнечиха, ул. Мечтателей, 4",tel:+79587292047,,,Залог 10 000 ₽,комиссия 60%,предоплата за 1 месяц,43 м²,,,7 из 18,,44.045908,56.27276,"Сдается впервые просторная однокомнатная квартира современной планировки кухня-гостиная +спальня.сдается на длительный срок,вся мебель новая,ещё никто не проживал.Все вопросы по телефону,звоните всё обсудим.Фото реальные.",https://nn.cian.ru/rent/flat/257128084/
2-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Автозавод, ул. Лескова, 24",tel:+79587282340,,,Без залога,комиссия 70%,без предоплаты,"44,9 м²","30,8 м²","5,6 м²",1 из 5,,43.86054,56.235546,"Здравствуйте! Сдается уютная квартира на улице лескова 24, на длительный срок!
Все необходимое для проживания в квартире имеется. Стоимость 15000 +счетчики. Заезжай и живи.",https://nn.cian.ru/rent/flat/257104455/
1-комн,12 500 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Верхние Печеры, ул. Богдановича, 1",tel:+79587292178,,,Без залога,комиссия 65%,предоплата за 1 месяц,36 м²,18 м²,9 м²,5 из 10,1992,44.074097,56.285124,"Сдается хорошая  приятная квартира мебель бытовая техника , укомплектованная , желательно на длительный срок",https://nn.cian.ru/rent/flat/257652957/
1-комн,9 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. улица Бекетова, Норвежская ул., 33",tel:+79587280845,Горьковская,44 мин. пешком,Без залога,комиссия 65%,предоплата за 1 месяц,34 м²,17 м²,8 м²,2 из 5,1983,44.02998,56.296274,"Сдам 1ком квартиру с мебелью и техникой на любой срок. Коммунальные услуги плюс 3400
Агент комиссия за услуги 7500",https://nn.cian.ru/rent/flat/255924267/
1-комн,18 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Центр, Черниговская ул., 12Б",tel:+79587291471,Горьковская,30 мин. пешком,Без залога,комиссия 50%,без предоплаты,32 м²,20 м²,5 м²,2 из 3,1839,43.973845,56.321361,"Хорошая квартира  на р.Ока!!! Сдаю  1-комнатную квартиру на 2/3 эт. по ул.Черниговская,12 ""б"" Площадь квартиры: 32/20/5 кв.м. Квартира в хорошем состоянии. Квартира укомплектована: кухонный гарнитур, холодильник, стиральная машина, шкаф купе, кровать,  бойлер,  и другая мебель. Сан/узел  в кафеле. Оплата: в стоимость аренды -  все включено. На длительный срок. Комиссионное вознаграждение (50% от стоимости аренды) - после передачи ключей и заключения договора с хозяином. Звоните сейчас, узнавайте больше !!!",https://nn.cian.ru/rent/flat/257025623/
2-комн,18 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Юг, бул. Южный, 9",tel:+79587290148,Парк культуры,44 мин. пешком,Без залога,комиссия 60%,предоплата за 1 месяц,55 м²,30 м²,8 м²,9 из 11,2014,43.862112,56.216269,Есть мебель и техника. Можно для рабочих,https://nn.cian.ru/rent/flat/255671394/
1-комн,11 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Московский, мкр. Бурнаковский, Бурнаковская ул., 53",tel:+79918996010,Бурнаковская,2 мин. на транспорте,Без залога,комиссия 50%,предоплата за 1 месяц,31 м²,17 м²,8 м²,6 из 10,2013,43.91602,56.340774,"Сдается однокомнатная квартира в 10-этажном панельном доме в ЖК Бурнаковский. 
В шаговой доступности все магазины, Ашан, рынок, фитнес центр, и ьому подобное.  
В квартире есть все необходимое для длительного проживания. 
На кухне - холодильник, электроплита, стиральная машина, кухонный гарнитур, стол, стулья.
В комнате - двухспальная кровать с матрасом, прикроватная тумба,  трехстворчатый шкаф.
В прихожей шкаф-гардеробная с вешалками и зеркало.
Санузел совмещенный, стены вокруг ванны отделаны пластиковыми панелями.
Стоимость найма 11000 руб. в месяц и плюс квитанция (примерно",https://nn.cian.ru/rent/flat/255067421/
2-комн,17 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Высоково, ул. Бориса Панина, 7А",tel:+79587284417,Горьковская,5 мин. на транспорте,Залог 8 000 ₽,комиссия 50%,предоплата за 1 месяц,"53,4 м²",36 м²,"7,5 м²",1 из 9,1990,44.029971,56.308885,"Сдается 2-к квартира.
С мебелью и бытовой техникой (газовая плита, стиральная машина-автомат, холодильник).
Изолированные комнаты, большие прихожая и кухня. Санузел раздельный, в плитке, с ванной.
Окна с решетками, расположены высоко.
Строго БЕЗ животных!
Арендная плата 17000р + счетчики (электроэнергия,вода,газ,домофон) + 8000р
Вознаграждение агента 50% после подписания договора с собственником.
Без пред оплат и поездок по офисам.
Звоните.",https://nn.cian.ru/rent/flat/254346728/
1-комн,8 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, Черепичный поселок, 15",tel:+79587287792,,,Залог 2 000 ₽,комиссия 90%,предоплата за 1 месяц,30 м²,18 м²,6 м²,3 из 3,1960,44.009714,56.244125,"Сдаётся чистая уютная однокомнатная квартира с балконом и гардеробной комнатой. Балкон застеклён. Все необходимое для жизни есть: мебель, холодильник стиральная машина-автомат, ТВ. Тихое зелёное место рядом с ботаническим садом. Хорошие соседи. В шаговой доступности пять магазинов и аптека, остановка общественного транспорта. Фото реальные. Показ бесплатный. Звоните!",https://nn.cian.ru/rent/flat/256131576/
1-комн,10 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Дубенки, ул. Карбышева, 1",tel:+79587290409,,,Без залога,комиссия 70%,предоплата за 1 месяц,21 м²,12 м²,5 м²,2 из 9,1975,43.999096,56.262092,Сдам 1-ком.квартиру гостиничного типа в приокском районе. Квартира сдаётся в чистом нормальном состоянии.Имеется всё необходимое для комфортного проживания.,https://nn.cian.ru/rent/flat/256672137/
2-комн,10 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. проспект Гагарина, Конный проезд, 7",tel:+79587280119,Горьковская,29 мин. пешком,Без залога,комиссия 75%,предоплата за 1 месяц,45 м²,29 м²,6 м²,2 из 5,1968,43.997336,56.300155,"Квартира рядом с проектом Гагарина, ТРЦ НЕБО, университет Лобачевского, есть необходимая мебель и бытовая техника, все как на фотографиях, развязка на улицы: белинского, тимирязева, горького, ильинская, ч живую смотрится лучше, остались вопросы звоните, обсудим",https://nn.cian.ru/rent/flat/254618361/
3-комн,18 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Гордеевский, Московское ш., 17",tel:+79918993200,Канавинская,6 мин. пешком,Без залога,комиссия 60%,предоплата за 1 месяц,70 м²,,,1 из 9,1968,43.935487,56.321791,"Квартира с мелелью и бытовой 
Можно рабочим",https://nn.cian.ru/rent/flat/255887688/
2-комн,19 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. улица Бекетова, Светлогорская ул., 2Б",tel:+79587283809,Горьковская,31 мин. пешком,Залог 5 000 ₽,без комиссии,предоплата за 1 месяц,42 м²,,,2 из 5,1963,43.986277,56.293507,"Сдам свою двухкомнатную квартиру в Советском р-не. Кирпичный тёплый дом, второй этаж. Отличная транспортная развязка, остановка Дворец спорта, остановка гостиница Ока. До центра города 10 минут. В шаговой доступности НГУ им. Н. И. Лобачевского, НИУ РАНХиГС. Комнаты смежные, сан.узел совмещён. В квартире уютная обстановка, вся необходимая техника (газовая плита,  холодильник, стиральная машина), имеется вместительная кладовая, кухонная посуда. Квартира укомплектована мебелью. Две односпальных кровати и двухспальный раскладывающейся диван. Рядом несколько продуктовых супермаркетов, бассейн, дворец спорта, парк Швейцарии, школы, детские сады. Парковка во дворе. Ответственным людям сдаю на длительный срок от 3х месяцев. Оплата 19000+свет, газ. Я собственник, без залога и комиссии. Звоните, пишите, месенджеры",https://nn.cian.ru/rent/flat/236661770/
1-комн,14 499 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Московский, мкр. Бурнаковский, Бурнаковская ул., 107",tel:+79918996010,Бурнаковская,4 мин. на транспорте,Без залога,комиссия 50%,предоплата за 1 месяц,32 м²,"16,5 м²","8,5 м²",8 из 10,2018,43.906318,56.343658,"Сдаю  на длительный срок 1-комнатную квартиру в ЖК Бурнаковский, д. 107. 8/10 этаж
(Московский район) на длительный срок. Предпочтение порядочным, чистоплотным, некурящим людям без домашних животных. Дом новый (2017 год постройки), общая площадь квартиры - 32 кв.м., кухня - 8,4 кв.м., комната - 16,5 кв.м.  Санузел совмещенный. Ремонт от застройщика.
В квартире имеется все необходимое  для комфортной жизни:
Кухонный гарнитур, электрическая плита и духовой шкаф, свч-печь, холодильник, кухонный стол и стулья. В комнате угловой диван на два спальных места, вместительный шкаф-стенли для хранения одежды и предметов обихода.
Также предоставляется в пользование: гладильная доска, сушилка для белья, стиральная машина. 
В квартире есть просторная  лоджия.  Все фотографии соответствуют реальности.
Удобная транспортная развязка. Все коммунальные платежи включены в стоимость аренды.
Отдельно оплачиваются по счетчикам только расход воды и электричества.  Без залога.",https://nn.cian.ru/rent/flat/255067847/
1-комн,11 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Автозавод, ул. Героя Юрия Смирнова, 13",tel:+79587289061,Комсомольская,4 мин. на транспорте,Без залога,комиссия 70%,предоплата за 1 месяц,33 м²,18 м²,7 м²,1 из 9,1977,43.862049,56.238432,"Сдам квартиру в центре Автозаводского района. Вся, необходимая для проживания, мебель и техника в наличии,  До метро 3 минуты. Рядом парк, ТЦ Звезда. ТЦ Автозаводец. ТЦ Парк Авеню. Макдональдс, развитая транспортная развязка. На длительный срок. От агента.",https://nn.cian.ru/rent/flat/257561998/
1-комн,13 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Юг, бул. Южный, 13",tel:+79587290148,Парк культуры,40 мин. пешком,Без залога,комиссия 70%,предоплата за 1 месяц,35 м²,18 м²,9 м²,16 из 19,2014,43.863963,56.217936,Есть мебель и техника,https://nn.cian.ru/rent/flat/257013072/
1-комн,20 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Тобольские казармы, Краснозвездная ул., 33",tel:+79587280290,,,Без залога,комиссия 70%,предоплата за 1 месяц,42 м²,,,10 из 18,2015,43.988056,56.285558,"ЖК Зенит, развитая инфраструктура, в квартире есть все для комфортного проживания, рядом парк Швейцария, проспект Гагарина, до центра 10 мин.",https://nn.cian.ru/rent/flat/225786755/
1-комн,13 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Молитовка, ул. Июльских Дней, 3",tel:+79587288404,Чкаловская,8 мин. пешком,Залог 3 000 ₽,комиссия 70%,предоплата за 1 месяц,36 м²,20 м²,6 м²,2 из 3,1958,43.943823,56.305988,"Квартира в хорошем состоянии, современный ремонт, современная мебель и вся необходимая бытовая техника. квартира реальная, срок длительный. В границах улиц Менделеева, Чкалова. пр. Ленина. пл. Комсомольская. Литвинова.",https://nn.cian.ru/rent/flat/258071264/
1-комн,12 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Автозавод, ул. Старых Производственников, 18",tel:+79587290148,Парк культуры,24 мин. пешком,Без залога,комиссия 60%,предоплата за 1 месяц,35 м²,18 м²,9 м²,7 из 9,1987,43.860262,56.227915,Есть мебель и техника,https://nn.cian.ru/rent/flat/257620256/
1-комн,12 500 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Мещерское озеро, ул. Сергея Акимова, 22",tel:+79587282340,,,Залог 10 000 ₽,комиссия 60%,предоплата за 2 месяца,"33,5 м²",17 м²,9 м²,4 из 9,,43.926036,56.33813,"Здравствуйте! 
Сдаётся однокомнатная квартира на улице Акимова, дом 22.
Есть вся техника и мебель для проживания.
Ванная и туалет в кафеле.
Установлены пластиковые окна.
В шаговой доступности школа  118 с углубленным изучением отдельных предметов, детская и взрослая поликлиника.
Рядом 5 детских садов, 5 магазинов, 5 школ.
Ближайшая остановка ""Поликлиника"". 
Залог 10000, педоплата за 2 месяца.
Комиссия 60%.",https://nn.cian.ru/rent/flat/248801395/
