rooms,price,price_on_m,first_pay,total_area,living_area,kitchen_area,deposit,comission,prepay,und,und_time,und_type,und_dist,floor,floor_cnt,build_year,lng,lat,link,tel,description
1,14000,419.16,9800.0,33.4,17.0,8.5,0.0,70.0,0.0,,,,,4,9,,44.071797,56.291672999999996,https://nn.cian.ru/rent/flat/254744667/,tel:+79587282340,"Здравствуйте. Сдаётся  квартира в Нижегородском районе. Чистый подъезд. Большая комната, кладовка.
 Есть все для проживания: современная стиральная машина, микроволновка, холодильник, плита, мультиварка. 
Порядочные тихие соседи. Квартира очень тёплая. 
 Арендаторы предпочтительно славяне, можно с ребёнком.  Свет и вода - по счётчикам. Залога нет.
 Рядом - остановка общественного транспорта, ТЦ ""ИНДИГО"" , две школы и два сада. 
Показы в удобное время."
2,17000,411.62,25500.0,41.3,32.0,6.0,0.0,50.0,1.0,Горьковская,15.0,на транспорте,10500.0,1,5,1969.0,44.051244,56.293737,https://nn.cian.ru/rent/flat/251452948/,tel:+79587294828,"Сдается 2-х комнатная тёплая - уютная квартира.
При входе большая, полностью оборудованная прихожая. Две большие просторные, раздельные, меблированные комнаты. В квартире полностью произведен хороший, современный, качественный ремонт, заменены все трубы, произведена разводка и поставлены счётчики. В наличии имеется все необходимое для комфортного проживания.
Из Мебели : - ( имеются кресла, два двухспальных дивана , кресло - кровапь, большой обеденный стол, письменный стол для компьютера, стулья, шкафы для одежды и стенка). Также в наличии находится вся бытовая техника (стиральная машина, холодильник, телевизор, газовая плита), вытяжка, кухонные шкафы. Проведён интернет при желание можно подключиться.

Квартира распологается в тихом спальном районе мкр-на Кузнечиха. В шаговой доступности находится школа, на расстоянии (15м), дет.сады (15м), дет. поликлиника (200м), автобусная остановка (200м), ТЦ Жар Птица (300м), ТЦ Отличный.
Оплата за месяц в размере 17 т. руб, вместе с комуналкой. Отдельно оплачивается газ, электроэнергия и вода, (поставлены новые счетчики) !!! Комиссия агентству в размере 50 %, от стоимости аренды квартиры, оплачиваются после подписания договора.Показ производится по предварительной доворенности. Звоните"
1,12000,571.43,18000.0,21.0,12.0,4.0,0.0,50.0,1.0,,,,,17,17,,43.801772,56.362451,https://nn.cian.ru/rent/flat/257591365/,tel:+79587294752,"Сдаю видовую студию на 17 этаже в новом ЖК Корабли. В квартире есть вся необходимая меебель и быт. техника( холодильник, телевизор, стир. машина). Микрорайон активно развивается - рядом спорткомплекс, магазины Пятерочка, хорошая транспортная развязка. Для платежеспособных, порядочных, русских граждан."
2,16000,380.95,24000.0,42.0,22.0,7.7,0.0,50.0,1.0,Бурнаковская,3.0,на транспорте,2100.0,5,10,2013.0,43.914986999999996,56.341009,https://nn.cian.ru/rent/flat/256397889/,tel:+79587299400,"Сдаётся, реальная 2-комн. квартира ул. Бурнаковская 5/10эт. новый дом,  мебель, холодильник, телевизор, стиральная машина автомат,  16.000 +счетчики . От агентства. Комиссия агента 50%, выезжаю на показы, все варианты реальные!

Рядом проходят улицы: Акимова, Есенина, Мещерский бульвар, Карла Маркса, Бетанкура, Пролетарская, Керченская, Бурнаковская, Народная"
1,17000,472.22,33900.0,36.0,18.9,6.6,5000.0,70.0,1.0,,,,,6,10,1994.0,44.068903999999996,56.288376,https://nn.cian.ru/rent/flat/245041231/,tel:+79587284395,"Сдается квартира после ремонта, мебель и бытовая техника новая. Натяжные потолки, светлые обои. Застеклённая лоджия."
2,20000,416.67,37000.0,48.0,29.0,11.0,5000.0,60.0,1.0,Буревестник,28.0,пешком,2520.0,6,10,2007.0,43.868571,56.342110999999996,https://nn.cian.ru/rent/flat/254115297/,tel:+79587260987,"Сдается квартира в элитном доме на длительный срок. Кухня-гостинная и отдельно спальня,  лоджия теплая. Сан/уз- совм. Мебель : кухонный гарнитур, стол, кухонный уголок, комод, диван и два встроенных шкафа. Своё индивидуальное отопление в квартире. 20000 руб + счётчики, залог 5000руб."
1,9500,271.43,16150.0,35.0,18.0,9.0,0.0,70.0,1.0,Кировская,23.0,пешком,2070.0,7,9,1989.0,43.878129,56.233649,https://nn.cian.ru/rent/flat/251318398/,tel:+79587290148,Квартира без мебели. Есть кухоные ящики и шкаф
1,10000,312.5,17000.0,32.0,19.0,6.0,0.0,70.0,1.0,Парк культуры,24.0,пешком,2160.0,1,5,1965.0,43.873629,56.229381000000004,https://nn.cian.ru/rent/flat/256855372/,tel:+79587290148,Есть мебель и техника. Диван привезем если будет надо
1,18000,500.0,30600.0,36.0,18.9,6.6,0.0,70.0,1.0,Московская,7.0,на транспорте,4900.0,3,5,1965.0,43.984427000000004,56.324476000000004,https://nn.cian.ru/rent/flat/237869964/,tel:+79587299247,"Сдается на длительный срок однокомнатная квартира с ремонтом в самом живописном месте города на Набережной Федоровского, причем что примечательно самая левая её часть , так что прогулочная часть, лавочки магазины и мостики в буквальном смысле под рукой.
В квартире хороший современный кухонный гарнитур. Большой шкаф в комнате и в прихожей.
Роскошное место расположение - рядом ул Ильинская, пл Максима Горького и пл Минина. Рядом находится 2х этажный Evro Spar с прекрасной кухней и кофейней Балконский. В качестве арендатора хотелось бы видеть платежеспособных людей без склонности к разрушениям. 
Фото реальные,что в принципе и так видно."
1,12000,400.0,18000.0,30.0,18.0,8.0,0.0,50.0,1.0,,,,,2,9,1980.0,43.977824,56.262822,https://nn.cian.ru/rent/flat/256530971/,tel:+79587290559,"Сдаю 1 комнатную квартиру на пр. Гагарина, на ул. Пятигорской, ост. Батумская.Квартира находится на 2м этаже в
   9ти этажном панельном доме. Квартира чистая, уютная. Сдаётся с мебелью и бытовой техникой. Из мебели- 2х спаль-
   ная кровать, шифоньер, кухонный гарнитур. Из бытовой техники - холодильник, телевизор, стиральная машина.Кварти-
   ра сдаётся на длительный срок. Отличная транспортная развязка-рядом остановка Батумская, парковка во дворе. Цена
  12000 рублей, включая коммунальные платежи. Вы оплачиваете только электроэнергию по счётчику."
1,8500,283.33,0.0,30.0,15.0,8.5,0.0,0.0,0.0,,,,,2,3,,43.847533,56.186038,https://nn.cian.ru/rent/flat/257193595/,tel:+79587295255,"Сдаю 1комнатную квартиру, от агенства, комиссия 60% ЖК Окский Берег, ул.Гагарина, д.14/1, на 2-ом этаже 3-х этажного дома, 5км от а/с Сенная. 

В квартире есть все необходимое для жизни: мебель, холодильник, стиральная машина. Хороший бюджетный вариант, квартира чистая и уютная, без балкона!!! Стоимость аренды 8500 плюс оплата по счетчикам (эл. энергия, газ, вода, водоотведение). Сдаётся только лицам с Нижегородской пропиской, без вредных привычек. 

По территории комплекса организован обществ. транспорт, ходит каждые 5-10минут, конечная автобусов рядом с домом: 

до а/с Сенная через ТРЦ МЕГА и далее по Родионова 
до м.Пролетарская через ТРЦ МЕГА
Автобус 1 из ЖК Окский Берег до пл. Минина, каждые 20минут!!!
В комплексе есть Spar, Пятёрочка, мини рынок, павильон Сбербанка, через дорогу - спортивная деревня Новинки, тишина и свежий воздух!!!!

Комиссия агенства - 60%!!!"
1,10000,285.71,17000.0,35.0,18.0,9.0,0.0,70.0,1.0,,,,,3,9,1987.0,43.856309,56.353051,https://nn.cian.ru/rent/flat/257871720/,tel:+79587290148,Есть мебель и техника.
1,12000,352.94,18000.0,34.0,18.0,8.0,0.0,50.0,1.0,,,,,3,9,1978.0,44.053813,56.31819599999999,https://nn.cian.ru/rent/flat/257988904/,tel:+79587290409,"Сдам 1-ком.квартиру в нижегородском районе недалеко от центра города,вблизи улиц Родионова,Белинского,Минина,Горького. Квартира сдаётся в чистом нормальном состоянии. Имеется всё необходимое для комфортного проживания."
1,13000,419.35,22100.0,31.0,18.0,6.0,0.0,70.0,1.0,,,,,2,5,1967.0,44.038253999999995,56.298227000000004,https://nn.cian.ru/rent/flat/257020891/,tel:+79587290409,"Сдам уютную 1-ком.квартиру в центре советского района на площади Советской, рядом с ТЦ Жар-Птица, вблизи улиц Ванеева,Бекетова,Богородского. Квартира сдаётся в чистом хорошем состоянии. Имеется всё необходимое для комфортного проживания."
1,14000,388.89,21000.0,36.0,18.9,6.6,0.0,50.0,1.0,Бурнаковская,5.0,на транспорте,3500.0,2,9,1987.0,43.873269,56.336748,https://nn.cian.ru/rent/flat/254636313/,tel:+79587284417,"Сдается 1-к квартира.
После косметического ремонта. Есть кухня и холодильник. Если подребуется будет куплен диван.
Животные рассматривает индивидуально, только маленькие.
Арендная плата 14000р + счетчики.
Вознаграждение агента 50% после подписания договора с собственником.
Без пред оплат и поездок по офисам.
Звоните."
2,18000,346.15,18000.0,52.0,35.0,8.0,0.0,0.0,1.0,Автозаводская,2.0,на транспорте,1400.0,2,14,1974.0,43.915562,56.270081000000005,https://nn.cian.ru/rent/flat/252675323/,tel:+79587292029,"квартира свободна с 10 марта. Комиссия агенту  оплачивается в момент заселения в квартиру при подписании договора найма.Выезжаю с вами на показ ,просмотр бесплатный . Фото отправлю на вайбер или вацап. Пр.Ленина 71,метро Двигатель революции,метро Пролетарская .Комнаты изолированные.Дом из красного кирпича, толстостенный,тёплый.Квартира тёплая.Можно приезжих командированных мужчин или семью.Проживание с животными обсуждается.Мебель ,холодильник ,телевизор ,стиральная машина автомат. Дополнительно оплачивать электричество по счётчику и воду (примерно 800-1500 рублей)  Залога нет.  Наталья Думина -агент по Ленинскому району."
2,17000,354.17,28900.0,48.0,32.0,8.0,0.0,70.0,1.0,,,,,4,9,1981.0,44.063074,56.299241,https://nn.cian.ru/rent/flat/254221737/,tel:+79587280845,"Сдам 2ком квартиру с мебелью и бытовой техникой.Коммунальные входят
 Агент, комиссия по факту заселения 10500"
1,13500,465.52,21600.0,29.0,18.0,7.0,0.0,60.0,1.0,,,,,2,9,,43.999096,56.262092,https://nn.cian.ru/rent/flat/257932442/,tel:+79587291868,"Сдаю в аренду 1комнатную  квартиру в кирпичном доме на ул. Карбышева. Квартира просторная чистая, стеклопакеты.Для комфортного проживания  есть вся необходимая мебель и бытовая техника ( стиральная машина, холодильник)
Рядом академия МВД ( подойдет для курсантов), студентов, а также командировочным,  семейным. Звоните, чтобы узнать подробнее и договориться о просмотре в удобное для Вас время."
1,12000,375.0,0.0,32.0,17.0,4.0,0.0,0.0,0.0,,,,,1,5,,43.869046999999995,56.227074,https://nn.cian.ru/rent/flat/254744675/,tel:+79587288596,"Зравствуйте! Сдается однокомнатная квартира на длительный срок. Квартира тёплая, установлены стеклопакеты, без колонки. Из мебели и техники - диван, кухонный гарнитур, холодильник, стиральная машина - автомат, телевизор. Проведен интернет. В шаговой доступности магазины, торговый центр, рынок, 3 школы, садик, аптеки. Стоимость аренды 12000руб плюс электроэнергия. Звоните!"
2,13000,288.89,20150.0,45.0,32.0,7.0,0.0,55.0,1.0,Бурнаковская,7.0,на транспорте,4900.0,9,9,1986.0,43.878992,56.318316,https://nn.cian.ru/rent/flat/257766853/,tel:+79587298136,"Сдам 2 квартиру в хорошем состоянии с мебелью на кухне + холодильник на длительный срок. Цена 13 тысяч рублей + счетчики на воду, свет, газ.
Агент. Выезжаю на показ реального варианта. Оплата комиссии 7 тысяч рублей после заселения. Квартира свободна."
1,13000,302.33,22100.0,43.0,20.0,10.0,0.0,70.0,1.0,,,,,8,17,,43.820709,56.208535,https://nn.cian.ru/rent/flat/257841562/,tel:+79587290148,Есть необходимая мебель и холодильник
1,13000,406.25,19500.0,32.0,18.0,6.0,0.0,50.0,1.0,Бурнаковская,5.0,на транспорте,3500.0,3,9,1973.0,43.874626,56.335356000000004,https://nn.cian.ru/rent/flat/254636748/,tel:+79587284417,"Сдается 1-к квартира.
В квартире сделан ремонт, есть холодильник, стиральная машина, диван.
Без животных и желательно без детей.
Арендная плата 13000р + счетчики.
Вознаграждение агента 50% после подписания договора с собственником.
Без пред оплат и поездок по офисам.
Звоните."
1,13000,382.35,22800.0,34.0,18.0,9.0,2000.0,60.0,1.0,Горьковская,3.0,на транспорте,2100.0,3,12,1976.0,43.993069,56.296744,https://nn.cian.ru/rent/flat/194924770/,tel:+79587280939,"1-ком.квартира  в Советском районе , на ул.Пушкина, квартира с пластиковыми окнами, большая застеклённая лоджия, установлена новая железная дверь. В наличии всё как на фото: мебель, стиральная машина автомат, холодильник, телевизор. Рядом расположены магазины, аптека, университет Лобачевского. Сдаётся от агентства на длительный срок для русских,  можно с домашними животными или рабочим и студентам до 3-х человек .  Отдельно оплачиваете только за электроэнергию по счётчику, Комиссию агентству оплачиваете по факту заселения."
1,25000,500.0,67500.0,50.0,30.0,17.0,25000.0,70.0,1.0,Стрелка,7.0,пешком,630.0,11,17,2007.0,43.936133,56.337470999999994,https://nn.cian.ru/rent/flat/255455822/,tel:+79587282043,"Квартира с евро ремонтом ! Дом повышенной комфортности , закрытая территория! Отличное место расположения дома , удобная транспортная развязка, рядом расположены торговые центры,(7 небо, МЕТРО, Декатлон,) станция метро. Квартира полностью  Укомплектована мебелью и бытовой техникой для комфортного проживания ! Современная кухня ( варочная панель, духовой шкаф, микроволновая печь , посудомойка, плоский телевизор, кабельное телевидение) просторная спальня с комфортной кроватью, в прихожей вместительная гардеробная . И изюминка - джакузи. Не упустите свой шанс !"
2,16000,347.83,32000.0,46.0,36.0,7.0,16000.0,0.0,1.0,,,,,3,5,1963.0,43.989188,56.280706,https://nn.cian.ru/rent/flat/253464402/,tel:+79587296411,"Сдаю квартиру в центре города. Квартира в обычном,жилом состоянии. Очень уютная. С мебелью и бытовой техникой. ---Предподчтение студентам-----. Вопросы по телефону. Выезд агентства на место. Предложу различные варианты квартир, в любой части города,по приемлемым для вас ценам. Звоните."
1,14500,467.74,24650.0,31.0,16.2,5.7,0.0,70.0,1.0,Двигатель Революции,13.0,пешком,1170.0,4,5,1973.0,43.930959,56.269881000000005,https://nn.cian.ru/rent/flat/257565717/,tel:+79587286132,"Сдаётся однокомнатная квартира на ул. Глеба Успенского. 
Есть вся необходимая мебель и бытовая техника. 
Три спальных места, мебель на кухне, холодильник, микроволновая печь, стиральная машина."
2,20000,408.16,32000.0,49.0,33.0,8.0,0.0,60.0,1.0,Московская,15.0,пешком,1350.0,3,10,1988.0,43.929378,56.330236,https://nn.cian.ru/rent/flat/240897626/,tel:+79587285645,"Сдаю 2к квартиру в Канавинском районе на Гордеевке после ремонта. просторная кухня, лоджия застеклена, окна пластиковые, с\уз кафель, новый ортопедический матрац, есть вся необходимая мебель и бытовая техника. Квартира очень чистая и уютная. В шаговой доступности школа, метро, торговые центры. Рядом улицы Московское шоссе, Сормовское шоссе, Зимина, Тонкинская. Оплата агенту после подписания договора с хозяином."
1,14500,467.74,24650.0,31.0,16.2,5.7,0.0,70.0,1.0,Двигатель Революции,13.0,пешком,1170.0,4,5,1973.0,43.930959,56.269881000000005,https://nn.cian.ru/rent/flat/257565717/,tel:+79587286132,"Сдаётся однокомнатная квартира на ул. Глеба Успенского. 
Есть вся необходимая мебель и бытовая техника. 
Три спальных места, мебель на кухне, холодильник, микроволновая печь, стиральная машина."
2,20000,408.16,32000.0,49.0,33.0,8.0,0.0,60.0,1.0,Московская,15.0,пешком,1350.0,3,10,1988.0,43.929378,56.330236,https://nn.cian.ru/rent/flat/240897626/,tel:+79587285645,"Сдаю 2к квартиру в Канавинском районе на Гордеевке после ремонта. просторная кухня, лоджия застеклена, окна пластиковые, с\уз кафель, новый ортопедический матрац, есть вся необходимая мебель и бытовая техника. Квартира очень чистая и уютная. В шаговой доступности школа, метро, торговые центры. Рядом улицы Московское шоссе, Сормовское шоссе, Зимина, Тонкинская. Оплата агенту после подписания договора с хозяином."
1,10000,333.33,15000.0,30.0,15.7,5.5,0.0,50.0,1.0,Парк культуры,3.0,на транспорте,2100.0,4,5,1967.0,43.86681,56.226779,https://nn.cian.ru/rent/flat/255303207/,tel:+79587293060,"Сдаётся 1-к квартира  по адресу г. Нижний Новгород, ул.Южное шоссе 30а
Пустая, без мебели и техники
Арендная плата 10000р + счетчики.
Вознаграждение агента 50% после подписания договора с собственником.
Без пред оплат и поездок по офисам.
Звоните."
1,15000,652.17,29000.0,23.0,14.0,5.0,5000.0,60.0,1.0,Горьковская,3.0,на транспорте,2100.0,5,14,2019.0,43.980995,56.30315699999999,https://nn.cian.ru/rent/flat/257518661/,tel:+79587280069,"Сдаю 1 комнатную квартиру (студию), ост. Лядова, рядом с Академией Правосудия. Чистая, уютная, мебель, бытовая техника (холодильник, микроволновка, стиральная машина-автомат). Коммунальные услуги оплачивает хозяйка, ваши только счетчики."
2,17000,333.33,28050.0,51.0,32.0,10.0,0.0,65.0,1.0,Горьковская,32.0,пешком,2880.0,7,10,2011.0,44.029612,56.30837,https://nn.cian.ru/rent/flat/242805724/,tel:+79587280845,"Сдам 2ком квартиру от агента.Коммунальные входят
. Комиссия 11 т по факту заселения."
1,20000,500.0,44000.0,40.0,21.0,10.0,10000.0,70.0,1.0,,,,,15,27,2014.0,43.955115,56.238202,https://nn.cian.ru/rent/flat/248503075/,tel:+79587296542,"Сдаю oднoкомнaтную квaртиру на проcпектe Гагаринa в ЖK Гагаpинскиe выcoты.
B квaртире есть вся нeoбходимaя мeбель и бытoвaя теxника.Сделан кaчecтвенный peмонт. Кpаcивый вид на гоpод и нa Oку.
Pазвитaя инфpастpуктурa: дeтскиe сады, шкoлы, магазины, споpт клубы.
Pядoм: ТЦ Гагapинский, Ул. M Жукoва, М Голованова,Тропинина."
2,16000,320.0,41600.0,50.0,26.2,8.5,16000.0,60.0,1.0,,,,,2,9,,44.070476,56.285348,https://nn.cian.ru/rent/flat/253471810/,tel:+79587284417,"Сдается 2-к квартира.
Все необходимое имеется.
Арендная плата: 16000 + коммунальные платежи ( примерно 2200р+-) + залог 10000р.
Комиссия агента после подписания договора с собственником.
Звоните."
1,15000,428.57,26500.0,35.0,18.0,6.4,1000.0,70.0,1.0,Пролетарская,34.0,пешком,3060.0,4,9,1985.0,43.881561,56.272665,https://nn.cian.ru/rent/flat/249321747/,tel:+79587287758,"Сдаю 1 комнатную квартиру по ул Пермяковв д 48 на 4 этаже с мебелью и техникой после ремонта, рядом высшая школа экономики , на длительный срок за 15000 руб  счетчики свет и вода оплачивает арендатор сверху"
1,13000,371.43,20800.0,35.0,18.0,8.0,0.0,60.0,1.0,Двигатель Революции,4.0,на транспорте,2800.0,2,9,1984.0,43.919577000000004,56.29306700000001,https://nn.cian.ru/rent/flat/238022436/,tel:+79587298565,"Квартира расположена в центре Ленинского района. Рядом - станция метро Заречная, проспект Ленина. Удобная транспортная развязка.Сдается на длительный срок."
2,18000,404.49,38800.0,44.5,28.0,7.2,10000.0,60.0,1.0,,,,,2,9,1979.0,43.945575,56.23279399999999,https://nn.cian.ru/rent/flat/254145605/,tel:+79918997550,"Сдам квартиру на улице Тропинина, микрорайон Щербинки 2. Квартира полностью оборудована всей современной мебелью и бытовой техникой, есть все для комфортного проживания. Развитая инфраструктура: детские сады, школа, в пешей доступности, магазины и ТЦ Гагаринский. В транспортной ТЦ Мега, ТЦ Открытый материк и многое другое. Рядом улицы Ларина, Академика Лебедева, Маршала Голованова, 40 лет Победы, Военных Комиссаров, проспект Гагарина, площадь Жукова.  Показ по договоренности в удобное для вас время.

ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!"
1,15000,357.14,25500.0,42.0,19.0,12.0,0.0,70.0,1.0,,,,,5,10,2003.0,44.078894,56.294891,https://nn.cian.ru/rent/flat/257012029/,tel:+79587290409,"Сдам уютную 1-ком.квартиру в нижегородском районе в Верхних Печёрах,рядом с улицами Родионва,Бринского. Квартира сдаётся в чистом современном состоянии.Имеется всё необходимое для комфортного проживания."
2,16000,313.73,40000.0,51.0,21.0,15.0,16000.0,50.0,1.0,,,,,2,10,2008.0,43.980277,56.258083,https://nn.cian.ru/rent/flat/197754939/,tel:+79587289495,"Просторная, уютная квартира в новом кирпичном доме, большая кухня - 15 кв.м., с/у совмещенный в кафеле.Есть вся необходимая мебель и техника (холодильник, телевизор, стиральная машина). Остановка Мыза. Территория закрыта шлагбаумом, всегда есть место поставить машину. Аренда 16т.р. + счетчики, комиссия 50%"
2,25000,609.76,52500.0,41.0,29.0,6.0,10000.0,70.0,1.0,Горьковская,21.0,пешком,1890.0,2,5,1960.0,43.983564,56.30076,https://nn.cian.ru/rent/flat/243742659/,tel:+79587282043,Отличная квартира . Рядом Лобачевский . Укомплектована мебелью и бытовой техникой. Возможно заключение договора с юридическим лицом.
3,30000,303.34,70000.0,98.9,50.0,14.0,40000.0,100.0,0.0,,,,,10,10,1999.0,43.934303,56.286209,https://nn.cian.ru/rent/flat/257314905/,tel:+79918998718,"Предлагаем рассмотреть аренду 3х комнатной квартиры, площадью 98 метров, расположенной на 10-м этаже,  по адресу п-кт Ленина д. 30к5.
В квартире есть собственная терраса площадью 60 метров, с которой открывается потрясающий вид на весь город. Можно поставить бассейн, качели, гриль и т.д.
У квартиры очень грамотная планировка - окна на разные стороны, все комнаты изолированные, большая ванная с окном, утеплённая лоджия площадью 12 метров, которую можно использовать как кабинет или место для отдыха.
Имеется вся необходимая мебель и техника.
Дом имеет закрытую территорию, есть закрепленное парковочное место, которое уже входит в стоимость аренды. Дополнительно можно арендовать тёплый гараж.
В непосредственной близости располагаются детские сады и школы, много продуктовых магазинов, в доме есть аптека. Удобная транспортная развязка.
Стоимость арендной платы составляет 30 тысяч рублей в месяц, дополнительно оплачиваются коммунальные платежи."
1,10000,303.03,17000.0,33.0,17.3,6.1,0.0,70.0,1.0,,,,,4,9,1983.0,43.800137,56.369013,https://nn.cian.ru/rent/flat/223260390/,tel:+79587287701,"Фото реальной квартиры. Есть необходимая мебель, окна ПВХ, балкон застеклен, есть подводка под стиральную машинку. Коммуналка включена, отдельно только счётчики. Деньги после передачи ключей. Рядом пр. Кораблестроителей, Стрелковая, Победная, Баренца, Гаугеля, 7 микрорайон, Телеграфная, Василия Иванова."
3,16000,355.56,27600.0,45.0,32.0,6.0,2000.0,60.0,1.0,Горьковская,15.0,на транспорте,10500.0,1,5,,43.993697,56.285573,https://nn.cian.ru/rent/flat/233450587/,tel:+79587287792,"Показ БЕСПЛАТНЫЙ! Сдаётся дёшево простая трёхкомнатная квартира (переделана из 2-комнатной). В шаговой доступности Дворец спорта, академия МВД, медицинский университет, академия госслужбы ВВАГС, парк Швейцария, Щёлоковский хутор, бизнес-центр Орбита, аквапарк, улицы Медицинская, Бекетова, пр Гагарина. Квартира переделана из двухкомнатной, одна комната без окна; две комнаты изолированные, одна (большая) проходная. В квартире есть вся необходимая мебель и бытовая техника(2 холодильника, стиральная машина-автомат). На фото - не вся мебель. В наличии: два холодильника, кухонные шкафы, шкаф для одежды, два дивана, 1,5-спальная кровать, двуспальный матрас, кровать-чердак с письменным столом, 2 раскладушки, два обеденных стола, 2 кресла, телевизор.  При оплате 20000 рублей в месяц (всё включено!) будет  стиральная машина-автомат. Фото реальные. Звоните!"
2,12000,230.77,13000.0,52.0,30.0,9.0,1000.0,0.0,1.0,Парк культуры,22.0,пешком,1980.0,4,9,1984.0,43.842215,56.252437,https://nn.cian.ru/rent/flat/255368926/,tel:+79308122012,"Сдаю двухкомнатную квартиру на улице Красных Партизан, состояние хорошее,"
1,11000,323.53,26500.0,34.0,17.0,8.5,10000.0,50.0,1.0,Автозаводская,4.0,на транспорте,2800.0,9,9,1989.0,43.880537,56.266856999999995,https://nn.cian.ru/rent/flat/257832773/,tel:+79587284417,"Сдается 1к квартира. 
В квартире есть всё необходимое. 
Только русским без животных и маленьких детей.
Арендная плата 11000р + коммунальные платежи ( примерно 3500р) + 10000р залог. 
Комиссия агента 50% после подписания договора с собственником. 
В офисы ездить не нужно, встретимся в квартире. Звоните."
1,13999,441.61,20998.5,31.7,15.8,8.0,0.0,50.0,1.0,Бурнаковская,3.0,на транспорте,2100.0,4,10,2015.0,43.916613,56.341468000000006,https://nn.cian.ru/rent/flat/255055115/,tel:+79918994910,"Стоимость аренды 14000 руб., плюс счетчики на воду и электричество.
Сдам  1-к-комнатную квартиру (не студию) в хорошем состоянии. По адресу: Московский район, ул. Бурнаковская, микрорайон Бурнаковский. Новый панельный 10-ти этажный дом, 2015 года постройки. Общая площадь квартиры 32 кв. метра. Квартира полностью укомплектованная всей необходимой для проживания мебелью и бытовой техникой. Выполнен качественный, муниципальный ремонт от застройщика."
1,12000,387.1,24600.0,31.0,16.0,8.0,3000.0,80.0,1.0,Горьковская,6.0,на транспорте,4200.0,1,2,1958.0,44.010963000000004,56.294826,https://nn.cian.ru/rent/flat/234796099/,tel:+79587287792,"Показ БЕСПЛАТНЫЙ! Сдаётся тёплая чистая квартира С ПОГРЕБОМ и палисадником рядом с площадью Советской. В наличии вся необходимая мебель и бытовая техника, включая холодильник и стиральную машину-автомат. Место очень тихое, озеленённое. В шаговой доступности вся городская инфраструктура - магазины, школы и детские сады, поликлиника, ТЦ Жар-Птица, БУМ, площадь Советская, ул Бекетова, Нартова, Ванеева. Отличная транспортная развязка. Фото реальные. Звоните!"
2,17000,369.57,27200.0,46.0,24.1,5.3,0.0,60.0,1.0,,,,,5,5,1968.0,44.049572999999995,56.298297,https://nn.cian.ru/rent/flat/253466476/,tel:+79587284417,"Сдается 2-к .
Кухонный гарнитур, холодильник, стиральная машина, 2 дивана, столы, стенка, тв. Одна комната проходная.
Арендная плата 17000 + счетчики (электричество и вода примерно 2000р +-).
Комиссия агента после подписания договора с собственником.
Звоните."
1,12000,363.64,19200.0,33.0,19.0,5.7,0.0,60.0,1.0,Горьковская,15.0,на транспорте,10500.0,4,5,1973.0,44.045790999999994,56.286513,https://nn.cian.ru/rent/flat/257500841/,tel:+79587280939,"1-ком.квартира в Советском районе, квартира чистая, с мебелью, установлены : газовая плита с духовкой, холодильник, стиральная машина. балкон застеклён, окна во двор. Развитая инфраструктура, рядом: магазины, аптеки, салоны обслуживания, остановки общественного транспорта. Сдаётся от агентства на длительный срок для одной девушки или женщины. Отдельно оплачиваете только электроэнергию по счётчику. Оплата комиссии агентству по факту заселения. Агент выезжает на показ."
1,13000,371.43,29500.0,35.0,18.0,8.5,10000.0,50.0,1.0,,,,,8,10,1991.0,43.857513,56.353694,https://nn.cian.ru/rent/flat/255539041/,tel:+79587295951,"СДАЕТСЯ ВПЕРВЫЕ!Чистая уютная квартира в Центре Сормово недалеко от трамвайной остановки.Автобус также недалеко.Вся необходимая мебель и техника есть.На длительный срок,русской семье,можно с детьми, без животных .Залог 10000 можно в рассрочку на 3 месяца"
2,17000,392.61,37200.0,43.3,27.0,7.5,10000.0,60.0,1.0,,,,,8,9,,43.866999,56.33173299999999,https://nn.cian.ru/rent/flat/257104460/,tel:+79918998297,"Сдается уютная квартира. В квартире сделан евроремонт, имеется все для комфортного жилья. Кухня встроенная с холодильником, встроенной плитой и духовкой, стиральной машиной, вытяжкой. Имеется кондиционер. Спальня с большим угловым шкафом и диваном. В зале располагается диван, стенка-шкаф, телевизор.
Рядом с домом много парковочных мест, детских площадок, площадок для занятий спортом.
В шаговой доступности множество магазинов, фитнесзал, садик, школа, трамвайные и автобусные остановки."
1,13000,433.33,22100.0,30.0,15.7,5.5,0.0,70.0,1.0,Горьковская,42.0,пешком,3780.0,2,4,1962.0,44.004531,56.290904000000005,https://nn.cian.ru/rent/flat/256969347/,tel:+79587296603,"Сдаю 1к квартиру на ул. Заярская. Рядом ул. Гагарина, ул. Бекетова, ул. Нартова. С мебелью и техникой. На дл. Срок."
2,16000,347.83,30600.0,46.0,24.1,8.4,5000.0,60.0,1.0,,,,,7,12,1977.0,44.045656,56.297453000000004,https://nn.cian.ru/rent/flat/249539546/,tel:+79524491747,Сдается теплая светлая квартира с отдельными комнатами. Оплата по счетчикам дополнительно.
